index,title,description,media,date,polarity,subjectivity,quarter,cluster,cluster_detail,cluster_polarity,cluster_subjectivity,desc_polarity2,desc_subjectivity2,cluster_polarity2,cluster_subjectivity2
1599,"['wa', 'gop', 'chair', 'democrat', 'silent', 'defund', 'movement']","['council', 'seeking', 'defund', '50', 'hold', 'cut', 'budget', '50', 'defund', 'half']",MyNorthwest.com,2020-07-01 00:00:00,-0.16666666666666666,0.16666666666666666,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,negative,objective,negative,subjective
1600,"['crime', 'watch', 'followup', 'victim', 'found', 'duwamish']","['3', '30', 'pm', 'day', 'announced', 'remains', 'found', 'told', 'u', 'yesterday', 'name', 'made', 'public']",West Seattle Blog...,2020-07-01 00:00:00,0.0,0.06666666666666667,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1601,"['republican', 'challenger', 'washington', 'state', 'attorney', 'general', 'bob', 'ferguson', 'politicized', 'office', 'trump', 'lawsuit']","['rogers', 'former', 'work', 'civilian', 'managing', 'parking', 'enforcement', 'unit', 'support', 'trump']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1602,"['family', 'tulalip', 'died', 'struggling', 'deputy', 'last', 'word', 'breathe', 'concealed']","['telephone', 'message', 'seeking', 'comment', 'bartl', 'left', 'marysville', 'returned', 'thursday']",The Seattle Times,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1603,"['seize', '535', '000', 'worth', 'fentanyl', 'heroin', 'traffic', 'stop', 'lewis', 'county']","['jnet', 'made', 'member', 'centralia', 'chehalis', 'washington', 'state', 'correction', 'drug']",KIRO-TV,2020-07-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1604,"['chief', 'carmen', 'best', 'council', 'budget', 'cut', 'lack', 'respect', 'drove', 'retirement', 'decision']","['chief', 'carmen', 'best', 'council', 'budget', 'cut', 'lack', 'respect', 'drove', 'retirement', 'decision', 'aug', '11', '2020', '1', '28', 'pm', 'updated', 'aug']",The Seattle Times,2020-08-01 00:00:00,1.0,0.3,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,positive,objective,negative,subjective
1605,"['difficult', 'decision', 'chief', 'carmen', 'best', 'resigns', '28']","['best', 'resignation', 'come', 'council', 'voted', 'cut', 'spending', 'monday']",KING 5,2020-08-01 00:00:00,1.0,0.3,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,positive,objective,negative,subjective
1606,"['council', 'vote', 'cut', 'budget', 'creates']","['widely', 'expected', 'move', 'council', 'last', 'week', 'approved', 'series', 'legislative', 'amendment', 'aimed', 'cutting', 'budget']",Westside Seattle,2020-08-01 00:00:00,-0.2333333333333333,0.45555555555555555,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,negative,objective,negative,subjective
1607,"['council', 'member', 'propose', 'layoff', 'defund', '50', 'right', 'away']","['council', 'member', 'unveiled', 'plan', 'shrink', 'starting', 'spate', 'budget', 'proposal', 'could', 'reduce', 'force']",The Seattle Times,2020-08-01 00:00:00,0.0,0.1,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1608,"['council', 'committee', 'approves', 'proposal', 'cut', 'budget', 'personnel']","['council', 'select', 'budget', 'committee', 'passed', 'series', 'amendment', 'wednesday', 'aimed', 'cutting', 'budget']",KING 5,2020-08-01 00:00:00,-0.6,0.9,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,negative,subjective,negative,subjective
1609,"['push', 'defund', '50', 'percent', 'losing', 'steam', 'council']","['monday', 'support', 'defund', '50', 'percent', 'appeared', 'lose', 'steam', 'within', 'council']",KOMO,2020-08-01 00:00:00,0.0,0.0,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1610,"['fed', 'investigating', 'arson', 'east', 'precinct']","['night', 'protester', 'targeted', 'three', 'law', 'enforcement', 'building', 'destruction', 'need', 'stop']",KOMO,2020-08-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1611,"['plan', 'council', 'move', 'slash', 'funding', 'draw', 'criticism']","['last', 'week', 'council', 'trimmed', '3', 'million', 'budget', 'leading', 'unexpected', 'retirement', 'chief']",The Seattle Times,2020-08-01 00:00:00,0.05,0.5333333333333333,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,negative,subjective,negative,subjective
1612,"['mayor', 'durkan', 'veto', 'council', 'vote', 'cut', '100']","['mayor', 'jenny', 'durkan', 'friday', 'vetoed', 'council', 'approved', 'proposal', 'included', 'reducing']",KING 5,2020-08-01 00:00:00,0.0,0.0,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1613,"['chief', 'responds', 'proposed', 'pay', 'cut', '13', 'member', 'command', 'staff']","['council', 'proposing', 'deep', 'cut', 'chief', 'carmen', 'best', 'pay', 'compensation', '12', 'member', 'command', 'staff']",KOMO News,2020-08-01 00:00:00,0.5,0.35,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,positive,objective,negative,subjective
1614,"['council', 'proposed', 'budget', 'cut', 'would', 'hurt', 'diversity', 'effort']","['council', 'march', 'toward', 'cutting', 'funding', 'job', 'pushing', 'back', 'saying', 'cut']",KING 5,2020-08-01 00:00:00,-0.3,0.45,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,negative,objective,negative,subjective
1615,"['defunding', 'navigation', 'team', 'stop', 'removal', 'homeless', 'camp']","['council', 'member', 'voted', 'defund', 'navigation', 'team', 'nothing', 'ability', 'sweep', 'rankin']",The Seattle Times,2020-08-01 00:00:00,0.0,0.0,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1616,"['state', 'supreme', 'court', 'grant', 'reprieve', 'news', 'outlet', 'subpoena', 'case']","['last', 'month', 'contended', 'standstill', 'investigation', 'arson', 'theft', 'amid', 'violence', 'leading', 'detective']",The Seattle Times,2020-08-01 00:00:00,0.0,0.06666666666666667,Q7,5,investigation team force county conducting home group posted led family king detectives leading office night collision images tukwila lake stolen,0.0,0.0,neutral,objective,neutral,objective
1617,"['video', 'stand', 'guild', 'release', 'edited', 'footage', 'sunday', 'riot']","['six', 'injured', 'clash', 'happened', 'little', '10', 'p', 'guild', 'location', '4th', 'avenue']",KING 5,2020-08-01 00:00:00,-0.1875,0.5,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,subjective,neutral,objective
1618,"['council', 'take', 'swing', 'mostly', 'miss']","['heated', 'rhetoric', 'defunding', 'activist', 'demanding', 'union', 'decrying', 'key', 'take', 'away', 'right']",The Seattle Times,2020-08-01 00:00:00,0.14285714285714285,0.7678571428571428,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,subjective,neutral,objective
1619,"['protester', 'continue', 'push', 'defunding', '50']","['fight', 'defund', 'close', 'youth', 'jail', 'connected', 'protester', 'group', 'protester', 'holding', 'strong', 'handful', 'core']",KING 5,2020-08-01 00:00:00,0.16666666666666663,0.36666666666666664,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1620,"['exodus', 'many', 'linked', 'council', 'budget', 'cut', 'low', 'morale']","['komo', 'least', '41', 'left', 'agency', 'since', 'beginning', 'june', 'source', 'several']",KOMO,2020-08-01 00:00:00,-0.09999999999999999,0.13333333333333333,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1621,"['auburn', 'charged', 'murder', '2019']","['charge', 'filed', 'auburn', 'plan', 'put', '1971', 'charged', 'manslaughter', 'killing']",The Seattle Times,2020-08-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1622,"['62', 'arrested', 'connection', 'human', 'remains']","['probable', 'cause', 'document', '6', '19', '20', 'evening', 'hour', 'uniformed', 'responded']",Westside Seattle,2020-08-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1623,"['chop', 'suspect', 'fled', 'washington', 'state', 'prosecutor', 'warrant', 'issued', 'arrest']","['homicide', 'detective', 'also', 'continue', 'investigate', 'june', '29', 'chop', '12th', 'avenue', 'east', 'pine', 'street']",The Seattle Times,2020-08-01 00:00:00,0.0,0.0,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,neutral,objective,neutral,objective
1624,"['council', 'vote', 'defund', 'linked', 'recall', 'effort']","['part', 'fallout', 'council', 'vote', 'last', 'week', 'defund', 'west', 'resident', 'mounting', 'recall']",KOMO News,2020-08-01 00:00:00,0.0,0.06666666666666667,Q7,4,council budget members 50 defund cuts cut million voted durkan mayor defunding jenny support proposal kshama cutting sawant 2021 vote,-0.6,0.9,neutral,objective,negative,subjective
1625,"['add', 'barrier', 'outside', 'east', 'precinct', 'commander', 'aim', 'build', 'tie']","['newly', 'appointed', 'commander', 'east', 'precinct', 'spoke', 'monday', 'concrete', 'barrier', 'put', 'place', 'fortify']",KOMO News,2020-08-01 00:00:00,0.1431818181818182,0.3772727272727273,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1626,"['king', 'county', 'sheriff', 'suv', 'hit', 'car']","['king', 'county', 'sheriff', 'transit', 'suv', 'struck', 'silver', 'car', 'behind', '30', 'passenger', 'seat']",The Seattle Times,2020-08-01 00:00:00,-0.4,0.7,Q7,0,suspect released video car body help scene friday surveillance public camera neighborhood 911 arrested seat everett deadly later responded information,0.0,0.03333333333333333,negative,subjective,neutral,objective
1627,"['arrest', '3', 'property', 'damage', 'capitol', 'hill']","['detective', 'also', 'investigating', 'small', 'fire', 'broke', 'inside', 'business', 'news', 'release']",The Seattle Times,2020-08-01 00:00:00,-0.25,0.4,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,negative,objective,neutral,objective
1628,"['rantz', 'shock', 'poll', 'show', '32', 'support', 'defund', 'half']","['poll', 'emc', 'research', 'firm', 'normally', 'favored', 'left', 'leaning', 'client', 'conducted', 'july', '22', '27', 'debate', 'decimate']",MyNorthwest.com,2020-08-01 00:00:00,0.20000000000000004,0.43333333333333335,Q7,3,chief precinct county people office king east asked report monday washington times investigating detectives state news mayor reported crimes crime,0.0,0.0,positive,objective,neutral,objective
1629,"['person', 'claiming', 'drive', 'onto', 'crowded', 'sidewalk', 'protestors', 'cockroach']","['person', 'claiming', 'drive', 'onto', 'crowded', 'sidewalk', 'person', 'driving', 'car', 'appears', 'claim']",South Seattle Emerald,2020-08-01 00:00:00,0.0,0.0,Q7,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
1630,"['injured', 'arrested', 'step', 'clash']","['witness', 'tell', 'chs', 'splinted', 'scene', 'member', 'security', 'patrol', 'spokesperson', 'injury', 'required']",CHS Capitol Hill Seattle,2020-08-01 00:00:00,0.0,0.0,Q7,6,shot says night person fired reported tuesday victim car statement shots spokesperson sunday reports north vehicle told called just oklahoma,-0.07500000000000001,0.05,neutral,objective,negative,objective
