,title,media,date,desc,link,Local,quarter,cluster
1891,"Law enforcement unions push Washington ballot initiative to regulate protests, protect police jobs",The Seattle Times,2020-10-01 00:00:00,"Calling themselves Team Blue – Washington, the group — made up of executives from the Seattle Police Officers Guild (SPOG), the King County Corrections Guild ...",https://www.seattletimes.com/seattle-news/law-enforcement-unions-push-washington-ballot-initiative-to-regulate-protests-protect-police-jobs/,0,Q8,3
1892,‘Bring home the bacon’: Police officers search for loose pigs on the run,KIRO-TV,2020-10-01 00:00:00,"The Newnan Police Department posted on Facebook Sunday about a unique situation that has sent officers on a wild pig chase. In the punny post, ...",https://www.kiro7.com/news/trending/bring-home-bacon-police-officers-search-loose-pigs-run/6XMXP73Y3NG2LI4BLKR32F7XLM/,0,Q8,3
1893,Missing 77-year-old woman found safe,KIRO-TV,2020-10-01 00:00:00,"SEATTLE — Update: Seattle police tweeted Thursday evening that missing Gloria Seborg, 77, was found and returned to her home. Original story: Seattle police ...",https://www.kiro7.com/news/local/police-searching-missing-77-year-old-woman/HRN74JMP75HCTCDXFI6JGU6KBI/,0,Q8,3
1894,Is this your horse? Marysville police looking for owner of missing animal,KIRO-TV,2020-10-01 00:00:00,— The Marysville Police Department tweeted Sunday morning that they are looking for the owner of a missing horse who decided to go on a solo trot. Someone ...,https://www.kiro7.com/news/local/is-this-your-horse-marysville-police-looking-owner-missing-animal/XQ3UHJUOPVCHJLUZOAPABKSHCU/,0,Q8,3
1895,The plot thickens in Seattle’s protest story,The Seattle Times,2020-10-01 00:00:00,Did Seattle crack down too aggressively on the protest movement last summer? ... for a city that's actively engaged in defunding its Police Department.,https://www.seattletimes.com/seattle-news/politics/general-durkan-or-mayor-deliberate-indifference-the-plot-thickens-in-seattles-protest-story/,0,Q8,3
1896,"Hundreds of sick, dead animals seized from West Seattle home in animal-cruelty investigation",The Seattle Times,2020-10-01 00:00:00,"... home Thursday afternoon, they found about 25 animals in small cages in the first room of the house, according to a Seattle Police Department report.",https://www.seattletimes.com/seattle-news/crime/hundreds-of-sick-dead-animals-seized-from-west-seattle-home-in-animal-cruelty-investigation/,0,Q8,3
1897,Want to weigh in on Seattle’s 2021 budget? City Council will hold public hearing Tuesday,The Seattle Times,2020-10-01 00:00:00,"More money from the tax would be available for COVID-19 relief were the $100 million to come from somewhere else, like cuts to the Police Department, ...",https://www.seattletimes.com/seattle-news/politics/want-to-weigh-in-on-seattles-2021-budget-city-council-will-hold-public-hearing-tuesday/,0,Q8,3
1898,Police: Michigan landlord killed missing tenants because they ...,KIRO-TV,2020-10-01 00:00:00,"Joel Case, of the Battle Creek Police Department, told reporters Thursday that it did not take long after the couple was reported missing for investigators to ...",https://www.kiro7.com/news/trending/police-michigan-landlord-killed-missing-tenants-because-they-liked-party-kept-him-awake/MXWSRQKG4NCZVHH7LNJXRY7OQE/,0,Q8,3
1899,Catalytic converter thefts spike in King County,KOMO News,2020-10-01 00:00:00,SEATTLE –The Seattle Police Department says reports of catalytic converter thefts are up across the Puget Sound region. Catalytic converters from Toyota ...,https://komonews.com/news/local/catalytic-converter-thefts-spike-in-king-county,0,Q8,6
1900,"Police: Man injured in shooting along Aurora Ave, suspect on the run",KOMO News,2020-10-01 00:00:00,"An initial tweet from the Seattle Police Department said a woman was taken to the hospital with life-threatening injuries, but authorities corrected the ...",https://komonews.com/news/local/police-woman-hospitalized-in-shooting-along-aurora-ave-suspect-on-the-run,0,Q8,3
1901,Vile attacks on Seattle Mayor Jenny Durkan must end,The Seattle Times,2020-10-01 00:00:00,"With so many threats happening, the office created a new system to log and report them to the Seattle Police Department. Durkan is also getting it from the ...",https://www.seattletimes.com/opinion/editorials/vile-attacks-on-seattle-mayor-jenny-durkan-must-end/,0,Q8,3
1902,Seattle Police arrest man for allegedly dragging cat behind his bike,KOMO,2020-10-01 00:00:00,SEATTLE – Seattle Police say they arrested a 32-year-old man Friday night after he was reportedly dragging a cat on a rope behind a bicycle that he was ...,https://komonews.com/news/local/seattle-police-arrest-man-for-dragging-cat-behind-his-bike,0,Q8,2
1903,California police recover exotic lizards stolen from store last year,KIRO-TV,2020-10-01 00:00:00,"“As far as I know, the lizards were A-OK,” Brandon Fahey, a spokesperson for the Long Beach Police Department, told the newspaper. “We lucked out there.”.",https://www.kiro7.com/news/trending/california-police-recover-exotic-lizards-stolen-store-last-year/2TX7YY3HBJGKFGTWXOSDQNGMD4/,0,Q8,3
1904,Bellevue Police: Man walking dog suspected in Crossroads Park shooting Sunday,KING 5,2020-10-01 00:00:00,"... didn't stick around so we have no idea what circumstances surrounded the confrontation,” said Major Travess Forbush of the Bellevue Police Department.",https://www.king5.com/article/news/crime/police-investigating-shooting-at-crossroads-park-in-bellevue/281-345d2515-4cb0-4856-97c9-f503af18faba,0,Q8,3
1905,Committee considers more than $49 million in Seattle police ...,KING 5,2020-10-01 00:00:00,The Select Budget Committee is looking into proposed budget cuts of more than $49 million from the Seattle Police Department. Author: king5.com.,https://www.king5.com/video/news/local/seattle/committee-considers-more-than-49-million-in-seattle-police-budget-cuts/281-067b55f3-dafa-42be-9bdc-d7941dcf929a,0,Q8,4
1906,Suspect in fatal shooting of high school student in custody,The Seattle Times,2020-10-01 00:00:00,"... of shooting and killing a 17-year-old Liberty High School student last week turned himself in Friday, according to the Hillsboro Police Department.",https://www.seattletimes.com/seattle-news/northwest/suspect-in-fatal-shooting-of-high-school-student-in-custody/,0,Q8,3
1907,Air Force serviceman charged as accessory after fact in fatal SC shooting,KIRO-TV,2020-10-01 00:00:00,"Samuel Alexander Frye, 21, was charged with accessory after the fact of felony for a shooting that occurred at a restaurant, the Myrtle Beach Police Department ...",https://www.kiro7.com/news/trending/air-force-serviceman-charged-accessory-after-fact-fatal-sc-shooting/VOLQZVUBENAYLLECSXLAMTFQMQ/,0,Q8,3
1908,"Tennessee mother, stepbrother accused in death of boy, 14, with autism",KIRO-TV,2020-10-01 00:00:00,"According to police, Greenwood called 911 on Friday to report that her son appeared to be dead, the newspaper reported. She and Matheny told police the boy ...",https://www.kiro7.com/news/trending/tennessee-mother-stepbrother-accused-death-boy-14-with-autism/4R4T7DF4YVBTDIU3MFTN4T7LW4/,0,Q8,3
1909,Police: Three people injured in shooting at Tukwila gas station after dispute,KOMO News,2020-10-01 00:00:00,"Police said a dispute escalated into a shooting. An officer with the Tukwila Police Department pursued the suspect into Sea Tac, where he was taken into custody ...",https://komonews.com/news/local/police-two-people-injured-in-shooting-at-tukwila-gas-station,0,Q8,0
1910,Bellevue police identify suspect involved in Sunday afternoon shooting,The Seattle Times,2020-10-01 00:00:00,"The Seattle Times closes comments on particularly sensitive stories. If you would like to share your thoughts or experiences in relation to this story, please ...",https://www.seattletimes.com/seattle-news/crime/bellevue-police-identify-suspect-involved-in-sunday-afternoon-shooting/,0,Q8,3
1911,'I just feel numb': Seattle fashion designer's first collection stolen from storage unit,KING 5,2020-10-01 00:00:00,SEATTLE — Seattle police hope surveillance video will help them find the thieves who ... that may have information to contact the Seattle Police Department.,https://www.king5.com/article/news/local/seattle-fashion-designers-first-collection-stolen-from-storage-unit/281-230f09fc-7e21-47ea-ba99-778ffc9df1a1,0,Q8,0
1912,"Police: California nurse admits stealing credit card from patient, runs up $1K in charges",KIRO-TV,2020-10-01 00:00:00,"According to the Fountain Valley Police Department's Facebook page, officers were called to Fountain Valley Regional Hospital on Sept.",https://www.kiro7.com/news/trending/police-california-nurse-admits-stealing-credit-card-patient-runs-up-1k-charges/ODHO4XAFL5HVBHLVPRO7HEFLUI/,0,Q8,3
1913,Lawsuit over Capitol Hill protest zone can move forward: City ...,CHS Capitol Hill Seattle,2020-10-01 00:00:00,"Meanwhile, there was growing unease about Seattle Police's limited presence in the zone around 11th and Pine and Cal Anderson Park and growing criticism ...",https://www.capitolhillseattle.com/2020/10/lawsuit-over-capitol-hill-protest-zone-can-move-forward-city-of-seattle-loses-important-first-round-in-chop-legal-battle/,0,Q8,3
1914,Arrests and charges against duo in bat and Molotov cocktail ...,CHS Capitol Hill Seattle,2020-10-01 00:00:00,"Seattle Police and the King County Prosecutor announced the arrests in the ... “can we like pls slit every spd throat,” the 19-year-old is alleged to have ...",https://www.capitolhillseattle.com/2020/10/arrests-and-charges-against-duo-in-bat-and-molotov-cocktail-attacks-on-east-precinct-and-a-glimpse-inside-black-bloc/,0,Q8,3
1915,CAPTURED: U.S. Marshals say Crime Stoppers tip led to arrest of murder suspect,Q13 FOX,2020-10-01 00:00:00,... with members of the Seattle Police Department and the King County Sheriff's Office apprehended Steven Abrahamson. He was located in a car at 25th Ave.,https://www.q13fox.com/news/i-will-hug-you-steven-i-will-cry-with-you-murder-victims-mother-pleads-with-suspect-to-surrender,0,Q8,3
1916,"After Council Vote, Solidarity Budget Celebrates Victories but Battle Against SPD’s “Hugely Bloated Budget” Continues",South Seattle Emerald,2020-11-01 00:00:00,"After Seattle City Council voted yesterday on the 2021 City budget, partners in the ... We do not want to see the police department funded at these levels.",https://southseattleemerald.com/2020/11/24/after-council-vote-solidarity-budget-celebrates-victories-but-battle-against-spds-hugely-bloated-budget-continues/,0,Q8,4
1917,Seattle City Council votes down freeze on police hiring for 2021,MyNorthwest.com,2020-11-01 00:00:00,"Seattle City Council voted against a measure that would have froze the police department's ability to hire new officers in 2021, while approving a series of ...",https://mynorthwest.com/2321623/seattle-council-votes-down-police-hiring-freeze-2021/?,0,Q8,4
1918,Is the Seattle Police Department understaffed? Here’s what the data shows.,The Seattle Times,2020-11-01 00:00:00,"The police department with the highest officer-to-population ratio in 2019 was Washington, D.C., which is often considered one of Seattle's “peer” cities. But ...",https://www.seattletimes.com/seattle-news/data/is-the-seattle-police-department-understaffed-heres-what-the-data-shows/,0,Q8,3
1919,Protester reported in critical condition after police move on ...,CHS Capitol Hill Seattle,2020-11-01 00:00:00,The injured person was reported down on the pavement as SPD pushed the crowd back and Seattle Fire was called to the scene. Seattle Fire tells CHS the person in ...,https://www.capitolhillseattle.com/2020/11/protester-reported-in-critical-condition-after-police-move-on-demonstrators-outside-east-precinct/,0,Q8,6
1920,Seattle police arrest 8 people after election night marches,MyNorthwest.com,2020-11-01 00:00:00,"SPD officers say they issued a dispersal order to one of two groups, this one was at Broadway and Pine in the city's Capitol Hill neighborhood. The SPD also ...",https://mynorthwest.com/2285375/seattle-police-two-marches-election/,0,Q8,3
1921,Seattle Mayor Jenny Durkan signs city's 2021 budget with 20% cut to police,KING 5,2020-11-01 00:00:00,"It includes a significant cut to the Seattle Police Department (SPD), and puts new money in new hands. There is still plenty of discussion to be had, however, ...",https://www.king5.com/article/news/seattle-mayor-jenny-durkan-signs-2021-budget/281-b7b9228e-9f5f-4408-9f70-db9ce8c5c4d3,0,Q8,3
1922,Who ordered the abandonment of the East Precinct ...,CHS Capitol Hill Seattle,2020-11-01 00:00:00,Officers at the Seattle Police Department (SPD) East Precinct on Capitol Hill removed sensitive equipment and documents on June 8 after Mayor Durkan ordered ...,https://www.capitolhillseattle.com/2020/11/who-ordered-the-abandonment-of-the-east-precinct/,0,Q8,3
